 8501.320565  -2.001823  -2.054782  -1.762421  -1.549723  -0.212698  -0.079663   0.345320        
 8501.322266  -2.001860  -2.056097  -1.763970  -1.549226  -0.214744  -0.077384   0.346364        
 8501.324835  -1.983773  -2.065681  -1.766771  -1.564154  -0.202617  -0.096293   0.380818        
 8501.326988  -1.996065  -2.061810  -1.767508  -1.555045  -0.212462  -0.081840   0.360047        
 8501.329037  -1.998270  -2.065774  -1.769743  -1.565195  -0.204548  -0.091484   0.363535        
 8501.331247  -1.985323  -2.072054  -1.775556  -1.562691  -0.212865  -0.083634   0.383230        
 8501.333365  -1.982124  -2.074405  -1.778042  -1.566950  -0.211092  -0.085270   0.388643        
 8501.335449  -2.000707  -2.068358  -1.776864  -1.558694  -0.218170  -0.073324   0.359146        
 8501.337544  -2.008208  -2.074002  -1.774887  -1.568316  -0.206571  -0.092544   0.364908        
 8501.339558  -1.997354  -2.073746  -1.774040  -1.562810  -0.211230  -0.088476   0.376099        
 8501.341629  -1.993819  -2.072036  -1.775060  -1.562234  -0.212826  -0.084150   0.375192        
 8501.344025  -1.997547  -2.067930  -1.773549  -1.563738  -0.209810  -0.084571   0.364765        
 8501.347000  -1.994676  -2.072084  -1.772288  -1.561654  -0.210634  -0.089163   0.377204        
 8501.348886  -1.999436  -2.067793  -1.771888  -1.561064  -0.210823  -0.085082   0.364263        
 8501.351051  -2.008627  -2.064087  -1.770180  -1.559625  -0.210555  -0.083352   0.349368        
 8501.352868  -2.002323  -2.066082  -1.770199  -1.561197  -0.209002  -0.086881   0.359643        
 8501.355009  -2.004295  -2.057982  -1.768651  -1.551860  -0.216791  -0.072540   0.343019        
 8501.356687  -2.006568  -2.054663  -1.762147  -1.558501  -0.203646  -0.088870   0.340611        
 8501.360264  -1.973600  -2.051488  -1.763372  -1.545147  -0.218225  -0.069891   0.366004        
 8501.362115  -1.979908  -2.056256  -1.759597  -1.554377  -0.205220  -0.091440   0.373008        
 8501.364257  -2.002143  -2.052548  -1.759405  -1.549695  -0.209709  -0.083435   0.343549        
 8501.366155  -1.985406  -2.053761  -1.758938  -1.551640  -0.207298  -0.087525   0.363177        
 8501.368215  -1.969550  -2.051131  -1.757158  -1.555622  -0.201536  -0.092437   0.375554        
 8501.370298  -1.972503  -2.050463  -1.756244  -1.549317  -0.206926  -0.087294   0.372181        
 8501.372393  -1.981582  -2.052734  -1.758300  -1.555093  -0.203207  -0.091227   0.365586        
 8501.374396  -1.972291  -2.057807  -1.763857  -1.553489  -0.210367  -0.083583   0.379466        
 8501.376502  -1.975714  -2.053822  -1.760896  -1.551229  -0.209667  -0.083260   0.371035        
 8501.378470  -1.983395  -2.057608  -1.765171  -1.552817  -0.212353  -0.080084   0.366650        
 8501.380588  -1.978519  -2.062132  -1.766783  -1.562155  -0.204628  -0.090722   0.378963        
 8501.383122  -1.973300  -2.064278  -1.769973  -1.558555  -0.211418  -0.082887   0.385283        
 8501.385321  -1.986743  -2.068241  -1.769402  -1.559761  -0.209642  -0.089197   0.380337        
 8501.387069  -2.004144  -2.067057  -1.769999  -1.558950  -0.211049  -0.086009   0.359971        
 8501.389025  -2.007700  -2.063613  -1.769108  -1.554731  -0.214377  -0.080129   0.350419        
 8501.390970  -1.981268  -2.068895  -1.772484  -1.556832  -0.215652  -0.080758   0.384037        
 8501.392984  -2.005471  -2.067489  -1.769678  -1.563455  -0.206223  -0.091588   0.359829        
 8501.395854  -1.999531  -2.066799  -1.768524  -1.564734  -0.203790  -0.094486   0.365543        
